screen_name,fav,rt,tweet,truncated,tweet_url
Ken_Rosenthal,4287,652,And we know what Bauer’s final act as an Indian was. Good times! https://t.co/1s1MYRSmb4,False,https://twitter.com/Ken_Rosenthal/status/1156391090683043841
BernieSanders,117072,23906,"I'm angry because multi-millionaires like you and Trump have rigged our economy at the middle class' expense.

I'm… https://t.co/APs5YMBJfn",True,https://twitter.com/BernieSanders/status/1156594006421385216
RoKhanna,48980,10932,"When students attend public colleges and universities, here’s what they pay on average: 

🇩🇰 Denmark: $0
🇪🇪 Estonia… https://t.co/g8RAYBuwg0",True,https://twitter.com/RoKhanna/status/1156656527119388675
RealCandaceO,64094,18491,PSA: Bullying people into issuing public statements of apology so that they can keep their careers— because they st… https://t.co/HNIE9HAWiJ,True,https://twitter.com/RealCandaceO/status/1156634286147043328
AOC,20807,5619,"This is huge problem for many communities, from PR to WV.

“Coal waste” is a nice word for ash. It piles up in moun… https://t.co/q5PddkfFeQ",True,https://twitter.com/AOC/status/1156703819927052293
SenatorDurbin,13390,5016,"Why won’t Sen. McConnell allow a vote on election security legislation? Ever since 2016, when our top intelligence… https://t.co/NhtIGJ3K81",True,https://twitter.com/SenatorDurbin/status/1156655982728155138
JoeNBC,24918,11026,"#MoscowMitch, why do you keep killing all plans to protect American democracy from the immediate threat caused by R… https://t.co/OqQp6A672B",True,https://twitter.com/JoeNBC/status/1156294563591577601
ChrisMurphyCT,23211,5710,Our elections are broken when a handful of wealthy donors have more power than millions of voters. That's why today… https://t.co/eQtjYIFzlj,True,https://twitter.com/ChrisMurphyCT/status/1156302893261250566
JuddLegum,18822,4257,"Why is every topic in this debate introduced with a Republican frame?

HEALTHCARE: Why do you want to raise taxes o… https://t.co/BRXRHZNgYy",True,https://twitter.com/JuddLegum/status/1156366796754182149
DavidLammy,29000,8387,"Why is Steve Bannon an avowed white supremacist, anti semite racist given almost 15 mins uninterrupted airtime on… https://t.co/5mAVRDN1mG",True,https://twitter.com/DavidLammy/status/1156463737550843905
greggutfeld,12408,3170,this is proof why politicians should not be allowed anywhere near your health care. they're discussing who gets to… https://t.co/DOKXN3NT0a,True,https://twitter.com/greggutfeld/status/1156727084104003585
DineshDSouza,9816,4534,Wonder why we aren’t heading much about the Garlic Festival shooter? https://t.co/pcwOK7bAUw,False,https://twitter.com/DineshDSouza/status/1156365691840282629
charliekirk11,18993,6295,"Elizabeth Warren just said ""Laws Matter""

Really?

So why won't she enforce laws against:

MS-13 gang members

Sanc… https://t.co/awCF1MnduQ",True,https://twitter.com/charliekirk11/status/1156369071182495745
KyleEdwards,146755,40331,"If I drunk text you... don’t text me the next morning and ask what I meant.
I’m just as confused as you are. https://t.co/J7MODIU6AZ",False,https://twitter.com/KyleEdwards/status/1156292196791922688
charliekirk11,18723,9729,RT if you think CNN should ask Joe Biden about Hunter Biden's billion dollar deal with China while he was Vice Pres… https://t.co/XMGDTUpqHA,True,https://twitter.com/charliekirk11/status/1156719566002593792
SethAbramson,4573,5144,"(THREAD) If you've ever been a fan of this feed, I want you to know this tweet—more than any other—is the one I'd a… https://t.co/tELGTrj3Fy",True,https://twitter.com/SethAbramson/status/1156299894795190274
RudyGiuliani,9224,3471,Once again Biden slurred his words and didn’t seem to answer his opponents effectively. I seem to be on his mind be… https://t.co/ednsEBtef5,True,https://twitter.com/RudyGiuliani/status/1156770694576967685
ShefVaidya,7831,3157,‘Collect taxes from citizens like a Bee collects Honey from the flowers - quietly without inflicting pain.’ - Chana… https://t.co/itGgX4O18p,True,https://twitter.com/ShefVaidya/status/1156435706417254400
JustineSkye,5573,2777,People always ask for honesty but don’t want to really hear the truth,False,https://twitter.com/JustineSkye/status/1156382222242516992
w_terrence,18602,7244,"Kamala Harris was DESTROYED at the #CNNDebate by Tulsi Gabbard 

Confronted for being a Corrupt Prosecutor &amp; hypocr… https://t.co/mmrFRSReVg",True,https://twitter.com/w_terrence/status/1156756475865391104
lilireinhart,73398,5774,"People like to ask me what hogwarts house I am. 
But truthfully, I liken myself as more of the troll in the girl’s… https://t.co/4V2cIngxAx",True,https://twitter.com/lilireinhart/status/1156682160054706176
charliekirk11,14496,7109,"Questions CNN should ask Democrats at their debates but won't:

Joe Biden, are you bought and paid for by the Chine… https://t.co/dHsoPv5CE1",True,https://twitter.com/charliekirk11/status/1156311442653503488
ANI,10297,3171,"Former Union Minister, Arif Md Khan on #TripleTalaqBill: Asaduddin Owaisi questioned that Hindu men will be jailed… https://t.co/keTDOtQaQ6",True,https://twitter.com/ANI/status/1156625348223807490
laurenarankin,9607,1854,SEVEN STATES HAVE BANNED ABORTION IN 2019 ALONE SO MAYBE WE COULD ASK THE POSSIBLE FUTURE PRESIDENT ABOUT WHAT THEY… https://t.co/PQP9FKq7U1,True,https://twitter.com/laurenarankin/status/1156743028465459200
Botanygeek,27895,4065,"In a cab in Yorkshire.

My (v nice but v alpha male) taxi driver has ‘蛋炒饭’ tattooed on his forearm.

For non Mandar… https://t.co/xhKzmStaFF",True,https://twitter.com/Botanygeek/status/1156488763062792192
charliekirk11,5770,2486,"Did you know:

A DACA recipient was just charged with 3 counts of human smuggling after leading Laredo police on a… https://t.co/4wnzOf3Hn0",True,https://twitter.com/charliekirk11/status/1156239872212049927
ewarren,6500,1254,We can’t choose a candidate we don’t believe in just because we’re too scared to do anything else. And we can’t ask… https://t.co/drBNNvdMIt,True,https://twitter.com/ewarren/status/1156409915117887488
MaryamNSharif,3431,1605,"NAB has nothing substantive to ask. No allegation or even remote mention of any corruption, all matters inquired ab… https://t.co/W4WdfqMm6P",True,https://twitter.com/MaryamNSharif/status/1156470273455132673
FIFAcom,27470,6974,"🚨 Ready? 🚨

#TheBest Men's Player nominees:

🇵🇹@Cristiano
🇳🇱@DeJongFrenkie21
🇳🇱 Matthijs de Ligt
🇧🇪@hazardeden10… https://t.co/H7Kfzv8MWb",True,https://twitter.com/FIFAcom/status/1156565641064792065
justiceaudre,17548,4626,"she literally told gay men who were HIV positive that they could cure themselves with prayer and visualization, sug… https://t.co/EvLvxgnTZu",True,https://twitter.com/justiceaudre/status/1156385758133018630
RealCandaceO,28468,7171,"Hi Logan. 
You seem really bothered by two minorities sitting down to discuss reality.
Would you like to come on my… https://t.co/RzRigrvSyf",True,https://twitter.com/RealCandaceO/status/1156550546540486656
FCBarcelona,40863,3978,🚨 Leo Messi and Frenkie de Jong have been nominated for #TheBest Men's Player. https://t.co/w5wOZg8ETe,False,https://twitter.com/FCBarcelona/status/1156570415021645830
tyleroakley,65226,7422,me talking to straight men vs me talking to everyone else https://t.co/IjsnU7EXax,False,https://twitter.com/tyleroakley/status/1156297613630590976
ANI,10299,3172,"Former Union Minister, Arif Md Khan on #TripleTalaqBill: Asaduddin Owaisi questioned that Hindu men will be jailed… https://t.co/keTDOtQaQ6",True,https://twitter.com/ANI/status/1156625348223807490
charliekirk11,8181,3141,"Hey, @KamalaHarris:

From 2010 to 2018, U.S. Soccer paid the Women's team $34.1 Million in salaries and game bonuse… https://t.co/J5dPhkddQ3",True,https://twitter.com/charliekirk11/status/1156749015741919232
DiamondandSilk,11728,3240,Kamala Harris was working as a prosecutor having black men locked up. She is no better than Joe Biden; She doesn't… https://t.co/lidKddsvd2,True,https://twitter.com/DiamondandSilk/status/1156738032453783557
FIFAcom,6486,2390,"🏆 #TheBest Men's Player Candidate
🇦🇷 Lionel Messi

@Argentina / @FCBarcelona

🔘 @LaLiga winner, @ChampionsLeague se… https://t.co/K4SdfoGPY7",True,https://twitter.com/FIFAcom/status/1156575195865518080
ClayTravis,9014,3088,So it turns out that the US women's soccer team is actually paid way more than the US men's soccer team. They recei… https://t.co/MckhoC9Enn,True,https://twitter.com/ClayTravis/status/1156178358406909954
madhukishwar,8616,4172,"Farooq saheb, in Kashmir under your regime even cinema halls were shut down. Young men &amp;women were barred from walk… https://t.co/5E4Tw3dHw6",True,https://twitter.com/madhukishwar/status/1156287448533487616
FIFAcom,7772,3120,"@LesVerts @equipedefrance @UEFAEURO 🏆 #TheBest Men’s Coach Candidate
🇦🇷 Marcelo Gallardo

@RiverPlate

🔘 Won 2018 C… https://t.co/vMnscqMzW9",True,https://twitter.com/FIFAcom/status/1156539234939023361
NatashaBertrand,4400,3335,woooow...Patel is the former Nunes staffer who traveled to London in 2017—without the knowledge of the U.S. embassy… https://t.co/PWx8BVAhmd,True,https://twitter.com/NatashaBertrand/status/1156566250618834946
muftimenk,21393,9749,Worrying about what happened yesterday won’t change anything. Learn from it. Move on. Worrying about tomorrow is al… https://t.co/gYh9ltIJUS,True,https://twitter.com/muftimenk/status/1156443406224240640
nowthisnews,15006,6434,Ethiopia planted a record-breaking 350 million trees in 12 hours to fight climate change https://t.co/QUTTe3RRyk,False,https://twitter.com/nowthisnews/status/1156192217179906048
ewarren,9763,2090,Last month was the hottest June on record. Flooding and extreme weather have devastated communities and caused bill… https://t.co/VEMBQ91IVX,True,https://twitter.com/ewarren/status/1156742105693392896
SenGillibrand,9019,1760,"Step one: Clorox the Oval Office.
Step two: Restore US climate leadership and act to fight climate change.… https://t.co/j2hDoUdgbu",True,https://twitter.com/SenGillibrand/status/1156743873047269376
aparnapkin,10188,1982,"instead of comparing yourself to your peers, change it up and compare yourself to rocks. i am doing pretty good for a rock",False,https://twitter.com/aparnapkin/status/1156733970064822272
JodiStaMaria,11778,3010,"I will praise the Lord no matter what happens. Psalm 34:1

Our circumstances don't change the truth that God is good ALL the time ❤️🌈",False,https://twitter.com/JodiStaMaria/status/1156600176624062464
RepAdamSchiff,10318,4109,The White House may have blocked Dr. Schoonover from submitting his testimony on climate change when I invited him… https://t.co/VN2dgXPNQ6,True,https://twitter.com/RepAdamSchiff/status/1156248523458928642
charliekirk11,8323,3792,"Facts:

52—years since Baltimore had a Republican mayor

77—years since Baltimore had a Republican council member… https://t.co/qgWOfg59SU",True,https://twitter.com/charliekirk11/status/1156283143076233216
ewarren,12870,2042,"The Democrats are the party of big, structural change. We need to give people a reason to show up and vote. We must… https://t.co/y9mRnYfhtA",True,https://twitter.com/ewarren/status/1156396293394186240
ewarren,4111,719,Climate change. Student loan debt. Big tech monopolies. You bet I have a plan to help solve these problems—and I be… https://t.co/6j2prRHthj,True,https://twitter.com/ewarren/status/1156595743483973632
ewarren,2770,733,"The government works great—for a thinner and thinner slice at the top. If we want big, structural change, we need t… https://t.co/4P8KzeTdc8",True,https://twitter.com/ewarren/status/1156675322294784000
CoryBooker,7553,1264,To the folks who were standing up to Mayor de Blasio a few minutes ago—good for you. That's how change is made.… https://t.co/0q1cJjSYQz,True,https://twitter.com/CoryBooker/status/1156724012749377537
realDonaldTrump,68782,24704,The Radical Left Dems went after me for using the words “drug-infested” concerning Baltimore. Take a look at Elijah… https://t.co/Z11wCzzgGB,True,https://twitter.com/realDonaldTrump/status/1156685887268380676
BleacherReport,33448,9519,"Amir Garrett went at the Pirates all alone, Yasiel Puig still came to his defense after being traded to Cleveland 🤭… https://t.co/8qWh5kB4Ly",True,https://twitter.com/BleacherReport/status/1156394141422460933
BleacherReport,48291,6393,"Ohio State freshman Ibrahima Diallo hasn't seen his family in over three years.

So he went to Senegal to surprise… https://t.co/wpgbJUe7rv",True,https://twitter.com/BleacherReport/status/1156572527327698944
MikeDorning,6089,6114,"BREAKING: Trump trade aid paid the top 1% of farmers an average $188,000 while the bottom 80% averaged less than $5… https://t.co/MtmgVVGM2A",True,https://twitter.com/MikeDorning/status/1156218401536270337
AriFleischer,8732,2601,"Millions of Americans woke up this morning, went to their jobs, paid taxes, and paid for their own health insurance… https://t.co/dcXWndoN1l",True,https://twitter.com/AriFleischer/status/1156367716581892096
michaelsheen,30131,4410,Actually my parents named me Christopher but the nurses had to look after me the first week as my mum wasn’t well a… https://t.co/qTrIqDQpSP,True,https://twitter.com/michaelsheen/status/1156665994833793024
RealSaavedra,1799,1099,"BREAKING: FBI agents went to Comey's home well after he was fired and retrieved a secret, previously unreported mem… https://t.co/rJN8uNg1Fp",True,https://twitter.com/RealSaavedra/status/1156691474429255680
alfonslopeztena,867,728,"54% of Trump’s aid to farmers to compensate their losses by his trade wars went to top 10% — just biggest farms
•To… https://t.co/DPmLrz6u0Y",True,https://twitter.com/alfonslopeztena/status/1156332085600301058
TomFitton,4711,2710,These extraordinary FBI docs further confirm that James Comey should never have had FBI files on @RealDonaldTrump a… https://t.co/VwJ6WvWPbE,True,https://twitter.com/TomFitton/status/1156606043721388032
EmmaKennedy,3465,877,It’s really troubling that Bannon went unchallenged. He’s a white supremacist and populism is not to be vaunted as… https://t.co/FISZsxfZ4n,True,https://twitter.com/EmmaKennedy/status/1156474783443423233
nedprice,1870,770,Ratcliffe’s record **literally** went from “put terrorists behind bars” to “investigated side issues related to an… https://t.co/SwDLofAnX1,True,https://twitter.com/nedprice/status/1156401910523617281
SimuLiu,4817,833,"Representation matters!

I went on totally legitimate news show @TheBeaverton to talk about the significance of my… https://t.co/r31U9CkOKy",True,https://twitter.com/SimuLiu/status/1156578736382402560
Stranger_Things,16347,2249,"too much celebrity for one city, so we went to six. and we're giving you a video for each one. follow along to see… https://t.co/KIYBEYPGWo",True,https://twitter.com/Stranger_Things/status/1156697239529709569
EthanDolan,53901,2985,I went to a store today right after Grayson did and the guy at the register said “you look like a guy who was just… https://t.co/qcyfDPcJnU,True,https://twitter.com/EthanDolan/status/1156775660729200640
DiamondandSilk,9723,2456,".@JessicaTarlov on @OutnumberedFNC , my President is NOT a racist.  Are you calling Hillary Clinton a racist becaus… https://t.co/DZ8duKEbjg",True,https://twitter.com/DiamondandSilk/status/1156624478442536960
DiamondandSilk,11574,3141,President Trump isn't throwing shade; he is lifting the shade and shedding light on these Democrat ran cities that… https://t.co/Y8PQuCe3lt,True,https://twitter.com/DiamondandSilk/status/1156564474834358272
ShehuSani,1732,619,"#RevolutionNow is another opportunity in our history to recharge the spirit of our docile,forlorn &amp; Servile Country… https://t.co/q0OKWAn3C5",True,https://twitter.com/ShehuSani/status/1156556433036591104
soompi,3830,1096,WATCH: #LeeDaHee Becomes Successful Fangirl Of #MAMAMOO With Signed Light Stick + #Moonbyul Leaves Cute Comment… https://t.co/HnXcyQn9Pd,True,https://twitter.com/soompi/status/1156315556762542081
Lin_Manuel,12972,995,"Hal Prince was a giant. Every footprint he left in our world  changed its landscape forever. 

His first email to m… https://t.co/W5k3a59UIg",True,https://twitter.com/Lin_Manuel/status/1156675357929594880
QueenWillRock,3296,698,"Coming soon to Japan…A first of it’s kind, QUEEN SUPER FIREWORKS  – Rhapsody In The Sky!
A special Firework event w… https://t.co/ftb2pYQd1R",True,https://twitter.com/QueenWillRock/status/1156687205039058944
RudyGiuliani,2975,734,Mayor Vitaly Klitchko was a great heavyweight champion and is a real patriot of Ukraine. The city of Kiev has never… https://t.co/zosTXF4Gdd,True,https://twitter.com/RudyGiuliani/status/1156537859379216386
TheEllenShow,8245,826,I still light a candle for this couple every night. https://t.co/yoJGbsxp48,False,https://twitter.com/TheEllenShow/status/1156647567494713344
NASAblueshift,2183,770,You've never heard a musical instrument like this galaxy cluster! Click to hear what happens when we translate the… https://t.co/PYLjjOrZay,True,https://twitter.com/NASAblueshift/status/1156603009201258496
Kellinquinn,3536,317,I’m writing a book.. Not because @awsten did it first.. BUT... It did light the fire to make me want to do it more!… https://t.co/74DUe0v5Im,True,https://twitter.com/Kellinquinn/status/1156706580244516864
MZHemingway,1664,477,"CNN moderators asking emotional, fact-light questions and using racial anti-Trump rhetoric is probably contributing… https://t.co/VnqbAd7wxq",True,https://twitter.com/MZHemingway/status/1156741625193910272
DoveCameron,20780,1167,s/o to the 40 year old man out with his 40 year old male friend who heard me say i’m not taking photos right now in… https://t.co/IRwCG2lpPV,True,https://twitter.com/DoveCameron/status/1156363568737992705
LaurenSanderson,1907,793,stop questioning the things that light your heart on fire,False,https://twitter.com/LaurenSanderson/status/1156690206856118274
bustedcoverage,2407,832,Let’s see what happens when Oklahoma Debra decides she wants to make up her own rules &amp; doesn’t want to sign an $80… https://t.co/Hcr98XljdU,True,https://twitter.com/bustedcoverage/status/1156287765421731843
UN,30749,12310,Being kind is a powerful way to make our schools and communities safer. @BTS_twt is helping @UNICEF spread kindness… https://t.co/dKrvP92Rs2,True,https://twitter.com/UN/status/1156325780625993734
UNICEF,31792,12033,"Today.
Tomorrow. 
Every day. 

Safe and supportive environments start with kindness. Kindness to each other. Kind t… https://t.co/YplHL1EKmQ",True,https://twitter.com/UNICEF/status/1156321486594068483
Alyssa_Milano,14804,4315,"For some children—a free lunch at school—is the only food they will eat in a day. 

What kind of monster would take… https://t.co/sfmiEzP1QQ",True,https://twitter.com/Alyssa_Milano/status/1156679286482325505
JonahMarais,29809,6445,this world needs more positivity. be kind whenever you can.,False,https://twitter.com/JonahMarais/status/1156357099011678208
w_terrence,17547,7936,"Anti-Trump Protesters in Jamestown chanted &amp; shouted for no real reason 

They held SIGNS that said 
Send Him Back… https://t.co/9RNic9oAax",True,https://twitter.com/w_terrence/status/1156271046443642880
UNICEF,21769,7500,"Kindness starts with YOU.

On #FriendshipDay, join @BTS_twt and show that together we can stop bullying in schools,… https://t.co/S0pITwLVG8",True,https://twitter.com/UNICEF/status/1156244335811280898
billmaher,18899,1752,Nobody's spoken Spanish yet! What kind of Democratic debate is this?!,False,https://twitter.com/billmaher/status/1156371077716533248
Mathieu_Era,27260,4261,Maybe he is just being the kind of dad he always wanted! https://t.co/sfFSI2ihmT,False,https://twitter.com/Mathieu_Era/status/1156244766406918145
jkbjournalist,7044,1071,This is pretty shameful — this kind of thinking is more a reflection of who YOU are than who she is. Funny how this… https://t.co/WTlq9ORXpn,True,https://twitter.com/jkbjournalist/status/1156737517418401798
seanmdav,3157,1113,It's hard to believe there was a time not all that long ago when people took Washington Post seriously. You simply… https://t.co/aMKoLds4Ub,True,https://twitter.com/seanmdav/status/1156627532667609094
MZHemingway,2760,672,Kind of enjoying watching the less radical candidates plead with the more radical candidates to be less radical and… https://t.co/CP1zww1239,True,https://twitter.com/MZHemingway/status/1156728738417139714
bokamotoESPN,10927,1803,DC came into AKA and asked Khabib to hook some of his team up with training in Dagestan. Khabib asked who was payin… https://t.co/6cUueYC5AO,True,https://twitter.com/bokamotoESPN/status/1156644050583216128
davidhogg111,7805,2071,"Stop being kind to White supremacists 

They are not far-right they are White supremacist https://t.co/DJJUmmOhoG",False,https://twitter.com/davidhogg111/status/1156653347514007553
BolsonaroSP,18753,2279,"Thanks for the kind words, Mr. President @realDonaldTrump . If I am entrusted with the mission of being the Ambassa… https://t.co/uW7lGIIcrn",True,https://twitter.com/BolsonaroSP/status/1156387050767077376
abbydphillip,15683,6262,"Ben Carson goes to Baltimore to hold a press conference defending Trump, but a local church kicked him off their pr… https://t.co/I18oJ1EJLh",True,https://twitter.com/abbydphillip/status/1156638224414138371
justiceaudre,17554,4626,"she literally told gay men who were HIV positive that they could cure themselves with prayer and visualization, sug… https://t.co/EvLvxgnTZu",True,https://twitter.com/justiceaudre/status/1156385758133018630
roywoodjr,42492,10679,Lebron is 100% that team dad that’ll give all ya teammates a ride home from practice but first stop at McDonalds an… https://t.co/A7LoSj1THs,True,https://twitter.com/roywoodjr/status/1156557605852106752
russdiemon,28273,9813,When you love yourself fr ain’t too much outside opinion that can throw you off,False,https://twitter.com/russdiemon/status/1156610827019067394
People4Bernie,15713,3270,"""Maybe you did that and made money off healthcare, but our job is to run a nonprofit healthcare system""… https://t.co/rZ6tgOE6lG",True,https://twitter.com/People4Bernie/status/1156365895150661633
DiamondandSilk,20304,8220,Gavin Newson is Nancy Pelosi's nephew. He passed a law in  California that will keep President Trump's name off the… https://t.co/inSVx31inm,True,https://twitter.com/DiamondandSilk/status/1156691154483765248
tiffanyyoung,13878,6101,"just a scratch but good catch ❤️. I’ve been dancing my toes off, putting every piece of me into this show 🧚🏼‍♀️👩🏻‍🔬… https://t.co/H7QWRREJxD",True,https://twitter.com/tiffanyyoung/status/1156263076481490945
charliekirk11,3686,1926,".@CoryBooker was a disaster for crime in Newark

Shootings reached the highest levels since the 90s under Booker

V… https://t.co/RVSzoKshd4",True,https://twitter.com/charliekirk11/status/1156735534481330177
germanrlopez,22531,3963,"I don’t want to be a downer, but Marianne Williamson is genuinely dangerous and bad. She has said that people shoul… https://t.co/tyN8ZXXJFb",True,https://twitter.com/germanrlopez/status/1156392579551956994
funder,16809,3363,Jake Tapper is great at cutting people off tonight. Why can’t he do this when Trumpers lie on his show? #DemDebate,False,https://twitter.com/funder/status/1156367797427089408
tiarachel91,34660,2439,Even Jed’s knock on the door pisses me off #TheBacheloretteFinale,False,https://twitter.com/tiarachel91/status/1156366516041998337
CNN,3348,775,"Joe Biden and Kamala Harris just shook hands before facing off tonight on stage for a #DemDebate rematch.

“Go easy… https://t.co/iCf0s8Vasg",True,https://twitter.com/CNN/status/1156719235088965632
tonyhawk,12012,1462,"There are very few people I trust to go high enough over my ramp channel for me to zoom past underneath, and… https://t.co/lYGPeNXvqj",True,https://twitter.com/tonyhawk/status/1156726977463640064
TulsiGabbard,4941,999,This is personal. I grew up in Hawaii which is the most remote island chain in the world. Protecting our environmen… https://t.co/ccG9Q0icav,True,https://twitter.com/TulsiGabbard/status/1156758231580053506
AndrewYang,11770,1714,"Hey #YangGang! I just stepped off the stage in Detroit, and wow, what a fantastic night. I hope I made you proud, I… https://t.co/HXyTDGrjrd",True,https://twitter.com/AndrewYang/status/1156773530199085056
robreiner,39538,9723,"The President of the United States is a Racist and a Criminal. When making your decision in 2020, you need think of… https://t.co/RhovPliVKT",True,https://twitter.com/robreiner/status/1156557530467725312
ewarren,65758,11999,We need to call out white supremacy for what it is: Domestic terrorism—and that poses a threat to America. #DemDebate,False,https://twitter.com/ewarren/status/1156380291159793664
brosandprose,67159,14734,"Marianne Williamson has implied that people who take antidepressants are weak, that you can cure cancer and HIV wit… https://t.co/qTgLbBLLde",True,https://twitter.com/brosandprose/status/1156372410339397633
muftimenk,29620,14836,Jealousy is toxic to the soul. It can ruin you from the inside out. You can remove it by loving yourself &amp; who you… https://t.co/6KYtPyD2y2,True,https://twitter.com/muftimenk/status/1156290123056762881
DiamondandSilk,25232,8256,Black people are not victims! It is sad to see these white liberals on stage pandering for black votes! The Democra… https://t.co/XecIx0fdwZ,True,https://twitter.com/DiamondandSilk/status/1156383389047500800
GuyFieri,80597,7855,Need to know where you got those overalls @LilNasX 🔥🔥🔥 https://t.co/ot6EceSHY1,False,https://twitter.com/GuyFieri/status/1156638769765847040
RepAdamSchiff,25248,10145,"Nothing says “America first” like outsourcing nonproliferation policy to the Gulf.

Nothing says “drain the swamp”… https://t.co/YZwpwIOjCj",True,https://twitter.com/RepAdamSchiff/status/1156223257814687746
tiffanyyoung,17092,8194,"I need sleep. but im grateful for these never ending nights. 
#OpenHeartsEve #magneticmoon https://t.co/9HXWo5yVPo",False,https://twitter.com/tiffanyyoung/status/1156270181993177089
soledadobrien,21607,4187,"Stop. Framing. Debates. This. Way. 

Talk about content. Policy. Proposals. What people in America NEED today from… https://t.co/y14l1f5lSH",True,https://twitter.com/soledadobrien/status/1156376254775537664
RepBarbaraLee,4455,1672,"Once more for people in the back: 🗣️ STOP BLAMING POVERTY ON THE POOR. 
 
If we're serious about ending poverty, we… https://t.co/GioqGOgWw0",True,https://twitter.com/RepBarbaraLee/status/1156545739130134528
ewarren,9780,2092,Last month was the hottest June on record. Flooding and extreme weather have devastated communities and caused bill… https://t.co/VEMBQ91IVX,True,https://twitter.com/ewarren/status/1156742105693392896
BarackObama,20941,4550,Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground u… https://t.co/iAsd5KCAdM,True,https://twitter.com/BarackObama/status/1156618530814603266
ewarren,19261,4484,Equifax has botched its response to the data breach at every step. We can't count on @Equifax to do the right thing… https://t.co/v1XZgnAFxE,True,https://twitter.com/ewarren/status/1156683358283452416
KatrinaPierson,7536,2647,"Hour left in the #DemDebate and they’ve already promised to take away your healthcare, open up our borders, and tak… https://t.co/3w7pk5fJcj",True,https://twitter.com/KatrinaPierson/status/1156370505290649600
DavidLammy,8353,2692,So many men women and children died fighting the virus of fascist extremism in the 1930’s and 40’s. Don’t be fooled… https://t.co/HYaI1v1Twn,True,https://twitter.com/DavidLammy/status/1156468770518503425
dodo,21809,5095,This anxious dog didn't feel safe in his new house — so his dad built him his own bedroom 😭❤️ https://t.co/FoeQ2jh3CU,False,https://twitter.com/dodo/status/1156595375018565632
roywoodjr,42510,10682,Lebron is 100% that team dad that’ll give all ya teammates a ride home from practice but first stop at McDonalds an… https://t.co/A7LoSj1THs,True,https://twitter.com/roywoodjr/status/1156557605852106752
funder,5762,2867,ALERT: We are 100% sure that there are 117 House Members supporting an impeachment inquiry as of now. Please nicely… https://t.co/YCuKf668qt,True,https://twitter.com/funder/status/1156418315277017088
SethAbramson,12292,2972,BREAKING: Impeachment Advocates Just Two Votes Away From a Majority of the House Democratic Caucus Supporting An Im… https://t.co/eO1A2dVEgA,True,https://twitter.com/SethAbramson/status/1156393939437543426
Swamy39,10553,3411,PC ‘s maid in his Chennai house has committed suicide. Chennai press is playing it up,False,https://twitter.com/Swamy39/status/1156550094348378112
lilireinhart,73697,5791,"People like to ask me what hogwarts house I am. 
But truthfully, I liken myself as more of the troll in the girl’s… https://t.co/4V2cIngxAx",True,https://twitter.com/lilireinhart/status/1156682160054706176
KamalaHarris,21890,6158,"The courts ordered this Administration to stop separating children from their parents. 

They didn’t. 

This is mor… https://t.co/6t4ZxMTBWv",True,https://twitter.com/KamalaHarris/status/1156404118673604614
RepEliotEngel,14458,3006,"The American people want, and deserve, the truth. 

I believe the House must pursue a formal impeachment inquiry. https://t.co/9mYTpYEKWl",False,https://twitter.com/RepEliotEngel/status/1156326923208921092
GOPLeader,14526,5958,"Remember this ⇨ the Democrats have now had 200 days in power in the House of Reps, and what have they solved?

NOTH… https://t.co/NRRjXHDA4K",True,https://twitter.com/GOPLeader/status/1156645860568121344
SaraCarterDC,6166,3337,The more documents obtained the more we know about what happened with the FBI's investigation into Trump. @Comey th… https://t.co/gmPJww8ifX,True,https://twitter.com/SaraCarterDC/status/1156690808042598402
nitin_gadkari,17899,2288,Congratulating every citizen on passing of 'The motor vehicle amendment bill' which will pave way to safer roads. I… https://t.co/xEmnB7CxUG,True,https://twitter.com/nitin_gadkari/status/1156584500136206336
RepDougCollins,3746,1972,"On June 4, I asked the House Judiciary chairman to hold hearings so we can better understand and combat Russian ele… https://t.co/zDLCWodC60",True,https://twitter.com/RepDougCollins/status/1156253252704505856
Jim_Jordan,8360,3009,"Of course @RepRatcliffe is skeptical! @CNN should be too.

The FBI spied on two American citizens associated with t… https://t.co/wiM80Ucnzi",True,https://twitter.com/Jim_Jordan/status/1156623453040103425
billyeichner,50347,4693,I’m not sure Marianne Williamson should be President but I definitely want her to live in the White House and STARE… https://t.co/xo1GmHtpP0,True,https://twitter.com/billyeichner/status/1156392369022914561
funder,9314,2971,"BREAKING: Rep Lowey just announced support for an impeachment inquiry. That’s 118 House Members, 117 Dems. We are o… https://t.co/PuYktcHBEd",True,https://twitter.com/funder/status/1156732335431278596
porinju,6295,2177,"Dear @narendramodi Ji,
As a supporter, I appreciate many right things you are doing to create a rule based society.… https://t.co/sjuYVTsglL",True,https://twitter.com/porinju/status/1156437699009507328
PaulLewis,4560,1379,The very definition of how *not* to interview Steve Bannon. He's a master of propaganda and he's got the BBC to int… https://t.co/jBwYGuggI9,True,https://twitter.com/PaulLewis/status/1156501291872530432
I_AM_WILDCAT,3860,2473,"I'm giving away 20 Fortnite Season 10 Battle Passes!  

- Follow
- RT
- Reply to this tweet with a picture of you u… https://t.co/cLodHR5ftH",True,https://twitter.com/I_AM_WILDCAT/status/1156599877067059201
